BuildingIndex,DS1_idr,DS2_idr,DS3_idr,DS4_idr,NS,story_height,mass,ys,yd,us,ud,pinch,beta
6844,0.004,0.012,0.04,0.1,2,2.1336,3199000.0,"2.5106e+07,1.6737e+07","0.03721,0.02480","7.5317e+07,5.0212e+07","0.89218,0.59479",0.8,0.1
6845,0.005,0.0087,0.0233,0.06,1,7.3152,150000.0,2.9430e+05,0.00199,5.8860e+05,0.02411,0.4,0.0
6846,0.004,0.012,0.04,0.1,2,2.1336,2390000.0,"1.8757e+07,1.2504e+07","0.03721,0.02480","5.6270e+07,3.7513e+07","0.89218,0.59479",0.8,0.1
6847,0.004,0.0099,0.0306,0.075,1,4.2672,1943500.0,5.7197e+06,0.00913,1.7159e+07,0.16438,0.6,0.1
6848,0.004,0.012,0.04,0.1,2,2.1336,2720000.0,"2.1347e+07,1.4231e+07","0.03721,0.02480","6.4040e+07,4.2693e+07","0.89218,0.59479",0.8,0.1
6849,0.006,0.012,0.03,0.08,1,7.3152,30828000.0,7.5606e+07,0.00388,2.2682e+08,0.09355,1.0,0.0
6850,0.004,0.008,0.024,0.07,1,6.096,2496117.6470588236,1.3052e+07,0.00406,2.6103e+07,0.06483,0.6,0.1
6851,0.004,0.012,0.04,0.1,2,2.1336,3056000.0,"2.3983e+07,1.5989e+07","0.03721,0.02480","7.1950e+07,4.7967e+07","0.89218,0.59479",0.8,0.1
6852,0.004,0.0099,0.0306,0.075,1,4.2672,1102000.0,3.2432e+06,0.00913,9.7296e+06,0.16438,0.6,0.1
6853,0.004,0.0099,0.0306,0.075,1,4.2672,1378000.0,4.0555e+06,0.00913,1.2166e+07,0.16438,0.6,0.1
6854,0.004,0.0099,0.0306,0.075,1,4.2672,2326000.0,6.8454e+06,0.00913,2.0536e+07,0.16438,0.6,0.1
6855,0.004,0.012,0.04,0.1,1,4.2672,1312000.0,5.1483e+06,0.01218,1.5445e+07,0.29197,0.8,0.1
6856,0.004,0.0099,0.0306,0.075,1,4.2672,1102000.0,3.2432e+06,0.00913,9.7296e+06,0.16438,0.6,0.1
6857,0.004,0.0099,0.0306,0.075,2,2.1336,1664000.0,"9.7943e+06,6.5295e+06","0.02790,0.01860","2.9383e+07,1.9589e+07","0.50229,0.33486",0.6,0.1
6858,0.004,0.0099,0.0306,0.075,2,2.1336,5196000.0,"3.0584e+07,2.0389e+07","0.02790,0.01860","9.1751e+07,6.1167e+07","0.50229,0.33486",0.6,0.1
6859,0.004,0.0099,0.0306,0.075,1,4.2672,1502000.0,4.4204e+06,0.00913,1.3261e+07,0.16438,0.6,0.1
6860,0.004,0.0099,0.0306,0.075,1,4.2672,1502000.0,4.4204e+06,0.00913,1.3261e+07,0.16438,0.6,0.1
6861,0.004,0.0099,0.0306,0.075,1,4.2672,3014000.0,8.8702e+06,0.00913,2.6611e+07,0.16438,0.6,0.1
6862,0.004,0.0099,0.0306,0.075,1,4.2672,1504000.0,4.4263e+06,0.00913,1.3279e+07,0.16438,0.6,0.1
6863,0.004,0.0099,0.0306,0.075,1,4.2672,632000.0,1.8600e+06,0.00913,5.5799e+06,0.16438,0.6,0.1
