BuildingIndex,DS1_idr,DS2_idr,DS3_idr,DS4_idr,NS,story_height,mass,ys,yd,us,ud,pinch,beta
16927,0.004,0.0099,0.0306,0.075,1,4.184549142106821,2120000.0,6.2392e+06,0.00913,1.8717e+07,0.16438,0.6,0.1
16928,0.004,0.0099,0.0306,0.075,1,4.156916601195645,4900000.0,1.4421e+07,0.00913,4.3262e+07,0.16438,0.6,0.1
16929,0.005,0.0087,0.0233,0.06,1,7.587771903873117,10546000.0,2.0691e+07,0.00199,4.1383e+07,0.02411,0.4,0.0
16930,0.004,0.0099,0.0306,0.075,1,4.341834706329189,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16931,0.004,0.0099,0.0306,0.075,1,4.41848009737731,1930000.0,5.6800e+06,0.00913,1.7040e+07,0.16438,0.6,0.1
16932,0.004,0.0099,0.0306,0.075,1,4.026675234625354,1690000.0,4.9737e+06,0.00913,1.4921e+07,0.16438,0.6,0.1
16933,0.004,0.0099,0.0306,0.075,1,4.5838779262455915,1800000.0,5.2974e+06,0.00913,1.5892e+07,0.16438,0.6,0.1
16934,0.004,0.0099,0.0306,0.075,1,4.177065037880152,4000000.0,1.1772e+07,0.00913,3.5316e+07,0.16438,0.6,0.1
16935,0.004,0.0099,0.0306,0.075,1,4.038838062613479,11672000.0,3.4351e+07,0.00913,1.0305e+08,0.16438,0.6,0.1
16936,0.004,0.0099,0.0306,0.075,1,4.174510000246324,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16937,0.004,0.0069,0.0187,0.0525,1,6.902068284156026,14906909.09090909,3.9045e+07,0.00203,7.8090e+07,0.02447,0.4,0.1
16938,0.004,0.0099,0.0306,0.075,1,4.18527340317684,1527500.0,4.4954e+06,0.00913,1.3486e+07,0.16438,0.6,0.1
16939,0.004,0.0099,0.0306,0.075,1,4.198398113006403,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16940,0.004,0.0099,0.0306,0.075,1,4.226408763644576,3890000.0,1.1448e+07,0.00913,3.4345e+07,0.16438,0.6,0.1
16941,0.004,0.0099,0.0306,0.075,1,4.235607881187734,1860000.0,5.4740e+06,0.00913,1.6422e+07,0.16438,0.6,0.1
16942,0.004,0.0099,0.0306,0.075,1,4.1036797498259805,1620833.3333333337,4.7701e+06,0.00913,1.4310e+07,0.16438,0.6,0.1
16943,0.004,0.0099,0.0306,0.075,1,4.297865605298558,2211666.666666667,6.5089e+06,0.00913,1.9527e+07,0.16438,0.6,0.1
16944,0.004,0.0099,0.0306,0.075,1,4.502971984835182,670000.0,1.9718e+06,0.00913,5.9154e+06,0.16438,0.6,0.1
16945,0.004,0.0099,0.0306,0.075,1,4.3347864197554244,1557500.0,4.5837e+06,0.00913,1.3751e+07,0.16438,0.6,0.1
16946,0.004,0.0099,0.0306,0.075,1,4.03658730901709,1040000.0,3.0607e+06,0.00913,9.1822e+06,0.16438,0.6,0.1
16947,0.004,0.0099,0.0306,0.075,1,4.194359217723012,972500.0,2.8621e+06,0.00913,8.5862e+06,0.16438,0.6,0.1
16948,0.004,0.0099,0.0306,0.075,1,4.151133811176047,1416666.6666666663,4.1692e+06,0.00913,1.2508e+07,0.16438,0.6,0.1
16949,0.004,0.0099,0.0306,0.075,1,4.278510127141821,2530000.0,7.4458e+06,0.00913,2.2337e+07,0.16438,0.6,0.1
16950,0.004,0.0099,0.0306,0.075,1,4.560719782110028,1230000.0,3.6199e+06,0.00913,1.0860e+07,0.16438,0.6,0.1
16951,0.004,0.012,0.04,0.1,1,4.235552307710719,9100000.0,3.5708e+07,0.01218,1.0713e+08,0.29197,0.8,0.1
16952,0.004,0.0099,0.0306,0.075,1,4.248432668353938,543333.3333333334,1.5990e+06,0.00913,4.7971e+06,0.16438,0.6,0.1
16953,0.006,0.0104,0.0235,0.06,1,7.995162058960111,875000.0,1.0730e+06,0.00194,3.2189e+06,0.03444,1.0,0.0
16954,0.004,0.0099,0.0306,0.075,1,4.458302882642747,1080000.0,3.1784e+06,0.00913,9.5353e+06,0.16438,0.6,0.1
16955,0.004,0.0099,0.0306,0.075,1,4.391460846333029,1800000.0,5.2974e+06,0.00913,1.5892e+07,0.16438,0.6,0.1
16956,0.004,0.0099,0.0306,0.075,1,4.706123133656312,1810000.0,5.3268e+06,0.00913,1.5980e+07,0.16438,0.6,0.1
16957,0.004,0.0099,0.0306,0.075,1,4.372996347473085,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16958,0.004,0.0099,0.0306,0.075,1,3.8637241240990905,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16959,0.004,0.0099,0.0306,0.075,1,4.44860766228475,1800000.0,5.2974e+06,0.00913,1.5892e+07,0.16438,0.6,0.1
16960,0.004,0.0099,0.0306,0.075,1,3.940696370954969,520000.0,1.5304e+06,0.00913,4.5911e+06,0.16438,0.6,0.1
16961,0.004,0.0099,0.0306,0.075,1,4.364737905259539,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
16962,0.004,0.0099,0.0306,0.075,1,3.9167831650161564,1260000.0,3.7082e+06,0.00913,1.1125e+07,0.16438,0.6,0.1
16963,0.004,0.0099,0.0306,0.075,1,4.168745302837821,1294000.0,3.8082e+06,0.00913,1.1425e+07,0.16438,0.6,0.1
16964,0.004,0.0099,0.0306,0.075,1,4.190284569453215,1945000.0,5.7241e+06,0.00913,1.7172e+07,0.16438,0.6,0.1
